Культура;Id;Название;Год;Регионы;Категория;Направление использования;Период использования;Срок созревания (гр. спелости);Тип растения;Условия выращивания;Форма;Номер патента
Перец сладкий;9359900;СОЛНЕЧНЫЙ;2008;*;-;-;-;ранний (раннеспелый);-;садово-огородный;конусовидная;4058
Топинамбур;9253670;СОЛНЕЧНЫЙ;2010;*;-;-;-;-;-;-;-;6529
Цмин песчаный;9301623;СОЛНЕЧНЫЙ;1994;*;-;-;-;-;-;-;-;
Портулак крупноцветковый;7954842;СОЛНЕЧНЫЙ БЛИК;2022;*;-;-;-;-;-;-;-;
Подсолнечник декоративный;8153597;СОЛНЕЧНЫЙ БУКЕТ;2019;*;-;-;-;-;-;-;-;11165
Антирринум;7953501;СОЛНЕЧНЫЙ ВОСХОД;2022;*;-;-;-;-;-;-;-;11594
Георгина;7954467;СОЛНЕЧНЫЙ ДЕСАНТ;2022;*;-;-;-;-;-;-;-;
Томат;7853750;СОЛНЕЧНЫЙ ДЕСАНТ;2023;;-;универсальные(ый);-;ранний (раннеспелый);детерминантное;защищенный грунт;яйцевидная;
Крыжовник;9155015;СОЛНЕЧНЫЙ ЗАЙЧИК;2021;5;-;-;-;средний (среднеспелый);-;-;-;
Патиссон;8757287;СОЛНЕЧНЫЙ ЗАЙЧИК;2015;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;-;
Перец сладкий;9252806;СОЛНЕЧНЫЙ ЗАЙЧИК;2008;*;-;-;-;средний (среднеспелый);-;садово-огородный;цилиндрическая;
Томат;9252769;СОЛНЕЧНЫЙ ЗАЙЧИК;2008;;гибрид первого поколения;-;-;-;индетерминантное;сад.-огород. для з/грунта;эллиптическая;
Календула;9154235;СОЛНЕЧНЫЙ ЛУЧ;2009;*;-;-;-;-;-;-;-;
Тагетес;8854374;СОЛНЕЧНЫЙ ЛУЧ;2012;*;-;-;-;-;-;-;-;
Ирис;8755501;СОЛНЕЧНЫЙ ЛУЧИК;2012;*;-;-;-;-;-;-;-;
Томат;8557295;СОЛНЕЧНЫЙ ЛУЧИК;2017;*;-;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;цилиндрическая;
Подсолнечник декоративный;8153599;СОЛНЕЧНЫЙ САЛЮТ;2019;*;-;-;-;-;-;-;-;11166
Дыня;8261049;СОЛНЕЧНЫЙ САХАР;2020;*;-;-;-;ранний (раннеспелый);среднеплетистое;садово-огородный;-;10928
Томат;8458085;СОЛНЦЕ ПАНЧЕВА;2018;*;гибрид первого поколения;салатный;-;среднеранний;детерминантное;садово-огородный;округлая;11208
Монарда лимонная;9463493;СОЛНЦЕВСКИЙ СЕМКО;2006;*;-;-;-;-;-;садово-огородный;-;
Арбуз;8558812;СОЛНЦЕДАР;2015;*;-;столовый;-;ранний (раннеспелый);среднеплетистое;садово-огородный;-;
Перец сладкий;8456732;СОЛНЦЕДАР;2017;*;-;-;-;средний (среднеспелый);-;садово-огородный;конусовидная;
Томат;9359104;СОЛНЦЕДАР;2009;*;-;салатный;-;средний (среднеспелый);детерминантное;садово-огородный;плоскоокруглая;
Подсолнечник;7852782;СОЛНЦЕПЁК;2024;5, 6, 7, 8, 9;простой гибрид;-;-;средний (среднеспелый);-;-;-;
Абрикос;9553000;СОЛНЫШКО;2008;11;-;-;-;ранний (раннеспелый);-;-;-;
Донник волосистый;8954221;СОЛНЫШКО;2012;*;-;-;-;-;-;-;-;9800
Картофель;9553055;СОЛНЫШКО;2009;12;-;столовый;-;среднеранний;"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;
Лядвенец рогатый;9900314;СОЛНЫШКО;1999;*;-;-;-;-;-;-;-;
Малина;7906838;СОЛНЫШКО;1992;3, 4, 6;-;-;-;ранний (раннеспелый);-;-;-;
Облепиха;9500480;СОЛНЫШКО;2002;9;-;-;-;-;-;-;-;
Патиссон;9602879;СОЛНЫШКО;1997;*;-;-;-;средний (среднеспелый);-;садово-огородный;-;
Перец сладкий;9553610;СОЛНЫШКО;2006;*;-;-;-;ранний (раннеспелый);-;садово-огородный;плоскоокруглая;
Подсолнечник декоративный;9810125;СОЛНЫШКО;2001;*;-;-;-;-;-;-;-;
Сорго зерновое;9553629;СОЛНЫШКО;2008;8;-;зерновой;-;ранний (раннеспелый);-;-;-;4322
Томат;9252487;СОЛНЫШКО;2008;;-;-;-;-;индетерминантное;сад.-огород. для з/грунта;округлая;
Тюльпан;7106297;СОЛНЫШКО;1975;*;-;-;-;-;-;-;-;
Фасоль овощная;9463599;СОЛНЫШКО;2008;*;-;-;-;средний (среднеспелый);-;садово-огородный;-;4787
Чубушник;8953406;СОЛНЫШКО;2011;*;-;-;-;-;-;-;-;
Яблоня;9704795;СОЛНЫШКО;2001;3, 5;-;-;-;-;-;-;-;0898
Капуста белокочанная;9201114;СОЛО;1995;1, 2, 3, 4, 5, 6, 9, 10, 11, 12;гибрид первого поколения;-;-;ранний (раннеспелый);-;товарное производство;-;
Гладиолус;9907009;СОЛО КАНАРЕЙКИ;2002;*;-;-;-;-;-;-;-;
Жимолость;9811301;СОЛОВЕЙ;2002;*;-;-;-;средний (среднеспелый);-;-;-;
Огурец;9800212;СОЛОВЕЙ;2000;5, 6, 8;гибрид первого поколения;универсальные(ый);-;среднеранний;пчелоопыляемое;товарное производство;-;
Дайкон;8755706;СОЛОВЕЙ-РАЗБОЙНИК;2012;*;-;-;-;-;-;садово-огородный;сосульковидная;
Томат;9359276;СОЛОВУШКА;2007;;гибрид первого поколения;-;-;-;индетерминантное;сад.-огород. для з/грунта;округлая;
Яблоня;8903417;СОЛОВЬЕВСКОЕ;2001;10;-;-;-;-;-;-;-;
Смородина черная;9153780;СОЛОВЬИНАЯ НОЧЬ;2019;3;-;-;-;среднеранний;-;-;-;
Баклажан;9463382;СОЛОМОН;2006;;-;-;-;-;-;сад.-огород. для з/грунта;-;
Морковь;9358920;СОЛОМОН;2009;10;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;удлиненно-конусовидная;5140
Сорго зерновое;8355694;СОЛОМОН;2019;9;-;зерновой;-;от очень раннего до раннего;-;-;-;
Томат;8756477;СОЛОМОН;2013;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;сердцевидная;
Перец сладкий;9153975;СОЛОМОН АГРО;2009;*;-;-;-;среднеранний;-;садово-огородный;конусовидная;
Пырей удлиненный;9201777;СОЛОНЧАКОВЫЙ;1997;*;-;-;-;-;-;-;-;7029
Кукуруза;9464289;СОЛОНЯНСКИЙ 298 СВ;2008;5;трехлинейный гибрид;универсальные(ый);-;среднеранний;-;-;-;
Салат;8261514;СОЛОС;2019;*;-;-;-;-;листовой;садово-огородный;-;
Капуста белокочанная;9252865;СОЛОХА;2010;4;-;-;-;ранний (раннеспелый);-;товарное производство;-;
Томат;9252258;СОЛОХА;2008;*;-;засолочный;-;средний (среднеспелый);детерминантное;садово-огородный;грушевидная;5123
Подсолнечник;8854250;СОЛР 0001 М;2012;*;линия;-;-;-;-;-;-;
Подсолнечник;8954199;СОЛР 0098 Р;2011;*;линия;-;-;-;-;-;-;
Подсолнечник;8653141;СОЛР 0098-И;2015;*;линия;-;-;-;-;-;-;
Подсолнечник;8653142;СОЛР 1052 МНР;2015;*;линия;-;-;-;-;-;-;
Подсолнечник;8854247;СОЛР 4102 ЖИ;2012;*;линия;-;-;-;-;-;-;
Огурец;8262275;СОЛТИС;2019;*;гибрид первого поколения;салатный;-;средний (среднеспелый);партенокарпическое;садово-огородный;-;
Подсолнечник;8854254;СОЛФ 0078 А;2012;*;линия;-;-;-;-;-;-;
Подсолнечник;8456468;СОЛФ 0618 ЖА;2016;*;линия;-;-;-;-;-;-;
Подсолнечник;8853831;СОЛФ 1046 МНА;2014;*;линия;-;-;-;-;-;-;
Подсолнечник;8260936;СОЛФ 1561 МНА;2018;*;родительский компонент;-;-;-;-;-;-;
Подсолнечник;8152992;СОЛФ 1566 МНА;2019;*;родительский компонент;-;-;-;-;-;-;
Подсолнечник;8756600;СОЛФ 2509 ОЛА;2013;*;линия;-;-;-;-;-;-;
Подсолнечник;8854253;СОЛФ 2523 А;2012;*;линия;-;-;-;-;-;-;
Подсолнечник;8854252;СОЛФ 2551 МЖ А;2012;*;линия;-;-;-;-;-;-;
Подсолнечник;8756601;СОЛФ 2615 А;2015;*;линия;-;-;-;-;-;-;
Подсолнечник;8854251;СОЛФ 9074 А;2012;*;линия;-;-;-;-;-;-;
Персик декоративный;8559113;СОЛЬВЕЙГ;2016;*;-;-;-;-;-;-;-;
Томат;8953063;СОЛЬНЫЙ НОМЕР;2010;*;-;цельноплодное консервирование;-;среднеранний;детерминантное;садово-огородный;грушевидная;6264
Кострец безостый;8604541;СОЛЯНСКИЙ 85;1995;5, 11;-;-;-;-;-;-;-;
Арбуз;7954463;СОЛЯРИС;2022;*;-;столовый;-;средний (среднеспелый);среднеплетистое;садово-огородный;-;13304
Баклажан;9809651;СОЛЯРИС;1999;*;-;-;-;-;-;сад.-огород. для з/грунта;-;
Огурец;8558607;СОЛЯРИС;2015;*;гибрид первого поколения;салатный;-;средний (среднеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Роза;8954455;СОЛЯРИС;2011;*;-;-;-;-;-;-;-;
Сорго-суданковые гибриды;8853860;СОЛЯРИС;2014;5, 7, 9, 10;сортолинейный гибрид;-;-;-;-;-;-;
Томат;9901736;СОЛЯРИС;2000;6, 11;-;на томатопродукты;-;среднеранний;детерминантное;товарное производство;плоскоокруглая;
Мятлик луговой;8260823;СОМБРЕРО;2018;*;-;газонная трава;-;-;-;-;-;
Патиссон;8653944;СОМБРЕРО;2015;*;-;-;-;ранний (раннеспелый);-;садово-огородный;-;8160
Горох овощной;9463709;СОМЕРВУД;2008;6;-;консервный;-;средний (среднеспелый);-;товарное производство;-;
Клюква;9500383;СОМИНСКАЯ;1995;*;-;-;-;-;-;-;-;
Соя;8058290;СОМИРА;2022;4, 8, 12;-;-;-;ранний (раннеспелый);-;-;-;
Земляника;7952936;СОНАТА;2023;5;-;-;-;средний (среднеспелый);-;-;-;
Капуста кольраби;9252709;СОНАТА;2008;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;-;
Люцерна изменчивая;9609708;СОНАТА;2009;3;-;-;-;-;-;-;-;
Морковь;9908214;СОНАТА;2003;10;-;-;-;средний (среднеспелый);-;товарное производство;цилиндрическая;
Огурец;9610139;СОНАТА;2006;3;гибрид первого поколения;засолочный;-;поздний ( позднеспелый);пчелоопыляемое;садово-огородный;-;
Перец сладкий;9908118;СОНАТА;2003;;гибрид первого поколения;-;-;средний (среднеспелый);-;защищенный грунт;призмовидная;
Редис;9253877;СОНАТА;2009;*;-;-;-;ранний (раннеспелый);-;садово-огородный;округлая;
Салат;9609533;СОНАТА;2004;*;-;-;-;-;кочанный;садово-огородный;-;
Свекла столовая;9252253;СОНАТА;2009;3, 4, 11, 12;-;-;-;-;-;товарное производство;цилиндрическая;
Соя;9603506;СОНАТА;1998;7, 11, 12;-;-;-;ранний (раннеспелый);-;-;-;0364
Тыква мускатная;8154168;СОНАТА;2021;*;гибрид первого поколения;столовый;-;среднеранний;-;садово-огородный;-;
Персик;8557084;СОНАТА ТАВРИДЫ;2014;6;-;-;-;ранний (раннеспелый);-;-;-;9008
Перец сладкий;8953344;СОНДЕЛА;2012;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;цилиндрическая;
Фасоль овощная;8854442;СОНЕСТА;2013;*;-;-;-;среднеранний;-;садово-огородный;-;
Лук шнитт;9359134;СОНЕТ;2007;*;-;-;-;-;-;садово-огородный;-;
Огурец;9359505;СОНЕТ;2008;*;гибрид первого поколения;консервный;-;ранний (раннеспелый);партенокарпическое;садово-огородный;-;
Полынь солелюбивая;9003126;СОНЕТ;2000;*;-;-;-;-;-;-;-;
Рис;9253157;СОНЕТ;2010;6;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;5327
Фрезия;8953134;СОНЕТ;2011;*;-;-;-;-;-;-;-;
Ячмень яровой;9601651;СОНЕТ;2000;2, 3, 4;-;ценная(ый) по качеству;-;среднепоздний;-;-;-;
Полевой салат;7853025;СОНЕТТ;2023;*;-;-;-;-;-;товарное производство;-;
Пшеница мягкая яровая;8757278;СОНЕТТ;2017;2;-;-;-;средний (среднеспелый);-;-;-;
Лук репчатый;8854507;СОНИЯ;2014;6, 8;гибрид первого поколения;-;-;ранний (раннеспелый);полуострый;товарное производство;округлая;
Лук репчатый;8261515;СОНОМА;2020;6, 8;гибрид первого поколения;-;-;поздний ( позднеспелый);полуострый;товарное производство;округлая;
Перец острый;8354988;СОНОРА;2018;*;гибрид первого поколения;-;-;-;-;садово-огородный;конусовидная;
Капуста белокочанная;8755439;СОНСМА;2015;2, 6;гибрид первого поколения;-;-;ранний (раннеспелый);-;товарное производство;-;
Тритикале яровая;8757441;СОНЦЕДАР ХАРЬКОВСКИЙ;2016;5, 7;-;-;-;-;-;-;-;
Примула грунтовая;9253130;СОНЯ;2008;*;-;-;-;-;-;-;-;
Томат;8261740;СОНЯ;2020;6, 8;-;консервный;-;среднеранний;детерминантное;товарное производство;эллиптическая;
Томат;9609578;СОПЕРНИК;2004;*;-;цельноплодное консервирование;-;ранний (раннеспелый);детерминантное;садово-огородный;плоскоокруглая;
Жимолость;9358820;СОПЕРНИЦА ГОРЯНКА;2013;*;-;-;-;средний (среднеспелый);-;-;-;6803
Соя;8261124;СОПРАНА;2020;5;-;-;-;среднеранний;-;-;-;
Морковь;9253750;СОПРАНО;2010;2, 3;гибрид первого поколения;-;-;среднеранний;-;товарное производство;цилиндрическая;
Персик;8557082;СОПРАНО;2014;6;-;-;-;ранний (раннеспелый);-;-;-;9179
Фенхель овощной;9609950;СОПРАНО;2004;*;-;-;-;-;-;садово-огородный;-;
Редис;9907725;СОРА;2001;*;-;-;-;ранний (раннеспелый);-;садово-огородный;округлая;
Мискантус;8854628;СОРАНОВСКИЙ;2012;*;-;-;-;-;-;-;-;6931
Ячмень яровой;8057208;СОРАТНИК;2022;7, 9;-;-;-;среднеранний;-;-;-;
Кабачок;9464237;СОРАЯ;2008;3, 5;-;-;-;ранний (раннеспелый);-;садово-огородный;-;
Райграс пастбищный;8261922;СОРАЯ;2021;2;-;кормовой;-;-;-;-;-;
Рябина;9005161;СОРБИНКА;1999;*;-;-;-;-;-;-;-;
Горох овощной;8756067;СОРВАНЕЦ;2015;3, 4;-;консервный;-;ранний (раннеспелый);-;товарное производство;-;
Огурец;9051992;СОРВАНЕЦ;2010;;гибрид первого поколения;-;-;-;партенокарпическое;сад.-огород. для з/грунта;-;
Перец сладкий;9610294;СОРВАНЕЦ;2004;*;-;-;-;ранний (раннеспелый);-;садово-огородный;конусовидная;
Салат;8953787;СОРВАНЕЦ;2011;*;-;-;-;-;листовой;садово-огородный;-;
Томат;8557483;СОРВАНЕЦ;2015;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;округлая;
Сорго-суданковые гибриды;7604807;СОРДАН;1980;6, 8;гибрид первого поколения;-;-;-;-;-;-;
Картофель;8262017;СОРЕНТИНА;2020;3, 4;-;-;-;среднеранний;устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;9934
Томат;7954218;СОРЕНТИНО;2021;*;гибрид первого поколения;салатный;-;средний (среднеспелый);индетерминантное;светокультура;округлая;
Арбуз;9463705;СОРЕНТО;2008;6, 9;гибрид первого поколения;столовый;-;ранний (раннеспелый);среднеплетистое;товарное производство;-;
Индау;8457610;СОРЕНТО;2015;*;-;салатный;-;средний (среднеспелый);-;садово-огородный;-;
Огурец;8953713;СОРЕНТО;2014;;гибрид первого поколения;салатный;-;средний (среднеспелый);партенокарпическое;защищенный грунт;-;
Редис;8355670;СОРЕНТО;2018;*;-;-;-;средний (среднеспелый);-;садово-огородный;округлая;
Актинидия;9902902;СОРОКА;1999;*;-;-;-;-;-;-;-;
Томат;7754116;СОРСЕРИ;2023;;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;светокультура;округлая;
Сорго-суданковые гибриды;8853588;СОСЕД;2014;6, 7, 9;сортолинейный гибрид;-;-;-;-;-;-;7372
Огурец;8261246;СОСЕДУ НА РАДОСТЬ;2019;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;садово-огородный;-;10460
Баклажан;8557283;СОСИСКА;2015;*;-;-;-;-;-;садово-огородный;-;
Жимолость;9805800;СОСКА;1998;*;-;-;-;средний (среднеспелый);-;-;-;
Донник желтый;8456599;СОСНОВЕЦ;2017;*;-;-;-;-;-;-;-;
Кабачок;9102809;СОСНОВСКИЙ;1994;2, 3, 4, 6, 7, 8, 9, 10, 11, 12;-;-;-;ранний (раннеспелый);-;товарное производство;-;
Картофель;8262438;СОСРУКО;2020;6;-;столовый;-;среднеранний;"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;
Сорго зерновое;9610271;СОСТАВ;2006;6, 8;-;зерновой;-;ранний (раннеспелый);-;-;-;3397
Томат;9807390;СОСУЛЕЧКА;2000;*;-;цельноплодное консервирование;-;поздний ( позднеспелый);индетерминантное;садово-огородный;цилиндрическая;
Баклажан;9359938;СОСУЛЬКА;2008;*;-;-;-;-;-;садово-огородный;-;
Редис;9705036;СОСУЛЬКА;2003;*;-;-;-;поздний ( позднеспелый);-;садово-огородный;сосульковидная;
Томат;8153432;СОСУЛЬКА КРЕМОВАЯ;2020;*;-;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;цилиндрическая;
Томат;8355050;СОСУЛЬКА ЧЕРНАЯ;2018;*;-;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;цилиндрическая;10403
Томат;7954647;СОСУЛЬКА ШОКОЛАДНАЯ;2022;*;-;салатный;-;среднеранний;индетерминантное;сад.-огород. для з/грунта;цилиндрическая;
Капуста белокочанная;9908339;СОТКА;2003;12;-;-;-;поздний ( позднеспелый);-;товарное производство;-;
Горох посевной;8355966;СОТНИК;2019;4, 6;-;-;-;средний (среднеспелый);безлисточковый;-;-;10479
Огурец;8457653;СОТНИК;2017;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Подсолнечник;8356032;СОТНИК;2019;7, 9;трехлинейный гибрид;-;-;среднепоздний;-;-;-;10492
Тритикале озимая;9464352;СОТНИК;2009;6;-;-;-;-;-;-;-;
Картофель;9154432;СОТОЧКА;2013;10;-;столовый;-;средний (среднеспелый);"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;
Томат;8456822;СОТОЧКА;2017;*;-;салатный;-;средний (среднеспелый);индетерминантное;сад.-огород. для з/грунта;обратнояйцевидная;9341
Капуста пекинская;8954134;СОТСИ;2011;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;-;
Калина;8508488;СОУЗГА;1995;*;-;-;-;-;-;-;-;
Ирис;9810193;СОУЛ МЬЮЗИК;2001;*;-;-;-;-;-;-;-;
Томат;8058808;СОФА;2021;*;гибрид первого поколения;салатный;-;очень ранний;детерминантное;садово-огородный;округлая;
Морковь;8953894;СОФИ;2013;3;-;-;-;ранний (раннеспелый);-;садово-огородный;округлая;
Лен-долгунец;8854467;СОФИЕ;2014;2, 3, 4, 10;-;-;-;ранний (раннеспелый);-;-;-;
Томат;8755619;СОФИЕВКА;2012;*;гибрид первого поколения;салатный;-;среднепоздний;индетерминантное;сад.-огород. для з/грунта;плоскоокруглая;
Редис;8902208;СОФИТ;1993;*;-;-;-;ранний (раннеспелый);-;садово-огородный;округлая;
Стевия;9358663;СОФИЯ;2007;*;-;-;-;-;-;-;-;
Томат;8355064;СОФИЯ;2018;*;-;салатный;-;среднеранний;детерминантное;садово-огородный;округлая;9769
Фасоль овощная;9253661;СОФИЯ;2010;*;-;-;-;среднеранний;-;садово-огородный;-;
Чеснок озимый;7755761;СОФИЯ;2024;3;-;-;-;-;полуострый;садово-огородный;-;
Лук шалот;9811702;СОФОКЛ;2002;*;-;-;-;средний (среднеспелый);полуострый;садово-огородный;-;
Астра однолетняя;9553322;СОФЬЯ;2007;*;-;-;-;-;-;-;-;
Баклажан;9252730;СОФЬЯ;2008;*;-;-;-;-;-;садово-огородный;-;
Горох посевной;9154767;СОФЬЯ;2012;3, 5;-;-;-;средний (среднеспелый);безлисточковый;-;-;6412
Смородина черная;8607206;СОФЬЯ;1993;7, 10, 11;-;-;-;средний (среднеспелый);-;-;-;
Томат;9464156;СОФЬЯ;2007;*;гибрид первого поколения;цельноплодное консервирование;-;ранний (раннеспелый);детерминантное;садово-огородный;эллиптическая;
Кукуруза;8558565;СОФЬЯ М;2018;*;простой гибрид;-;-;от очень раннего до раннего;-;-;-;
Лук репчатый;9603212;СОХАЧЕВСКА;1998;3;-;-;-;средний (среднеспелый);полуострый;товарное производство;овальная;
Капуста цветная;8355023;СОЦИУС;2018;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;-;
Гербера;8953133;СОЧИ;2013;*;-;-;-;-;-;-;-;
Чайное растение;8200629;СОЧИ;1996;*;-;-;-;-;-;-;-;
Фундук;9500138;СОЧИ 1;1999;*;-;-;-;-;-;-;-;
Фундук;9500111;СОЧИ 2;1999;*;-;-;-;-;-;-;-;
Азимина;9463393;СОЧИНСКАЯ 11;2007;*;-;-;-;-;-;-;-;
Азимина;8757330;СОЧИНСКАЯ 12;2013;*;-;-;-;-;-;-;-;7214
Перец сладкий;8261292;СОЧНИК;2019;*;-;-;-;средний (среднеспелый);-;садово-огородный;конусовидная;
Арбуз;8558821;СОЧНЫЙ ЛОМТИК;2015;*;-;столовый;-;ранний (раннеспелый);среднеплетистое;садово-огородный;-;
Лен-долгунец;7804385;СОЮЗ;1983;3;-;-;-;поздний ( позднеспелый);-;-;-;
Перец сладкий;7853050;СОЮЗ;2023;;гибрид первого поколения;-;-;среднеранний;-;защищенный грунт;конусовидная;
Подсолнечник;8154045;СОЮЗ;2020;7, 8, 9, 10;трехлинейный гибрид;-;-;среднеранний;-;-;-;12091
Шпинат;8153984;СОЮЗ;2019;*;гибрид первого поколения;-;-;-;-;садово-огородный;-;
Яблоня;9154601;СОЮЗ;2019;6;-;-;-;-;-;-;-;11582
Ячмень озимый;8757477;СОЮЗ;2016;6;-;-;-;средний (среднеспелый);многорядный;-;-;8198
Кукуруза;9052523;СОЮЗ 400 МВ;2012;6;простой гибрид;зерновой;-;среднепоздний;-;-;-;6397
Томат;9430172;СОЮЗ 8;1996;6, 8, 10;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;товарное производство;плоскоокруглая;
Кукуруза;8057024;СОЮЗ М;2019;*;простой гибрид;-;-;среднеранний;-;-;-;
Тыква твердокорая;9908389;СПАГЕТТИ;2001;*;-;столовый;-;ранний (раннеспелый);-;садово-огородный;-;
Кабачок;9609843;СПАГЕТТИ РАВИОЛО;2007;3, 4;-;-;-;средний (среднеспелый);-;садово-огородный;-;
Кабачок;9609844;СПАГЕТТИ ФЕМЕЛИ;2007;3;-;-;-;средний (среднеспелый);-;садово-огородный;-;
Мятлик сплюснутый;8853463;СПАЙДЕР;2012;*;-;газонная трава;-;-;-;-;-;
Огурец;7852628;СПАЙК;2023;6, 8;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Кукуруза;8558951;СПАЙСИ КС;2017;5;простой гибрид;зерновой;-;среднеранний;-;-;-;
Перец острый;9053109;СПАНЬОЛА;2010;*;-;-;-;-;-;садово-огородный;удлиненно-конусовидная;
Индау;8261179;СПАРКЛ;2018;*;-;салатный;-;средний (среднеспелый);-;садово-огородный;-;
Ежа сборная;9906193;СПАРТА;2002;2;-;-;-;-;-;-;-;
Капуста брокколи;8153682;СПАРТА;2020;*;гибрид первого поколения;-;-;от очень раннего до раннего;-;садово-огородный;-;
Картофель;9908349;СПАРТА;2006;2, 3, 4;-;-;-;средний (среднеспелый);"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;
Люцерна изменчивая;8005150;СПАРТА;1985;6;-;-;-;-;-;-;-;
Перец сладкий;8557768;СПАРТА;2015;*;-;-;-;ранний (раннеспелый);-;садово-огородный;конусовидная;
Соя;8558082;СПАРТА;2017;6;-;-;-;ранний (раннеспелый);-;-;-;8924
Арбуз;7652851;СПАРТАК;2024;8;-;столовый;-;ранний (раннеспелый);среднеплетистое;садово-огородный;-;
Горох посевной;9463911;СПАРТАК;2009;3, 4, 5, 6, 7, 9, 12;-;ценная(ый) по качеству;-;средний (среднеспелый);ярусная гетерофиллия;-;-;4881
Индау;8755665;СПАРТАК;2012;*;-;салатный;-;ранний (раннеспелый);-;садово-огородный;-;
Крыжовник;7754167;СПАРТАК;2024;5;-;-;-;средний (среднеспелый);-;-;-;13613
Лук шалот;8853085;СПАРТАК;2011;*;-;-;-;средний (среднеспелый);полуострый;садово-огородный;-;
Огурец;8853553;СПАРТАК;2012;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Подсолнечник;9463134;СПАРТАК;2010;5;-;-;-;ранний (раннеспелый);высокомасличный;-;-;5548
Редис;8953100;СПАРТАК;2010;*;-;-;-;ранний (раннеспелый);-;садово-огородный;плоскоокруглая;
Сафлор;9903984;СПАРТАК;2005;*;-;-;-;-;-;-;-;
Свекла сахарная;9253443;СПАРТАК;2010;5;гибрид первого поколения;-;-;-;сахаристый-позднеспелый;-;-;
Томат;9359060;СПАРТАК;2007;;гибрид первого поколения;-;-;-;индетерминантное;сад.-огород. для з/грунта;плоскоокруглая;
Укроп;8653300;СПАРТАК;2015;*;-;-;-;среднепоздний;-;садово-огородный;-;
Яблоня;4805259;СПАРТАК;1959;7, 9, 11;-;-;-;-;-;-;-;
Овсяница овечья;8261060;СПАРТАН;2018;*;-;газонная трава;-;-;-;-;-;
Яблоня;7150652;СПАРТАН;1988;3, 5;-;-;-;-;-;-;-;
Редис;9052117;СПАРТАНЕЦ;2010;*;-;-;-;ранний (раннеспелый);-;садово-огородный;удлиненно-цилиндрическая;
Томат;8058028;СПАРТАНЕЦ;2021;*;-;салатный;-;очень ранний;индетерминантное;садово-огородный;плоскоокруглая;
Виноград;8557213;СПАРТАНЕЦ МАГАРАЧА;2014;6;-;технический;-;среднеранний;-;-;-;
Суданская трава;9359697;СПАРТАНКА;2010;8;-;-;-;-;-;-;-;3755
Тыква крупноплодная;8854364;СПАСИТЕЛЬНИЦА;2013;*;-;столовый;-;ранний (раннеспелый);-;садово-огородный;-;7278
Томат;8154035;СПАССКАЯ БАШНЯ;2020;*;-;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;округлая;11549
Горох овощной;9051947;СПАССКИЙ;2011;5;-;консервный;-;ранний (раннеспелый);-;товарное производство;-;
Огурец;7954448;СПАССКИЙ;2022;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Лук репчатый;3801004;СПАССКИЙ МЕСТНЫЙ УЛУЧШЕННЫЙ;1964;3, 11, 12;-;-;-;средний (среднеспелый);острый;товарное производство;плоскоокруглая;
Кукуруза;9052649;СПЕ 015;2010;*;линия;-;-;средний (среднеспелый);-;-;-;
Шпинат;9900853;СПЕЙС;2000;*;гибрид первого поколения;-;-;-;-;садово-огородный;-;
Капуста цветная;9810891;СПЕЙС СТАР;2002;*;гибрид первого поколения;-;-;среднепоздний;-;садово-огородный;-;
Наперстянка шерстистая;9603581;СПЕКТР;1997;*;-;-;-;-;-;-;-;
Картофель;7852937;СПЕКТРА;2024;3;-;столовый;-;ранний (раннеспелый);устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;
